Airline,Source,Destination,Total_Stops,Day,Month,Total_Duration
Air India,Delhi,Cochin,1,6,3,12.75
Jet Airways,Delhi,Cochin,1,6,6,24.75
IndiGo,Mumbai,Hyderabad,0,24,6,1.5
IndiGo,Delhi,Cochin,2,21,3,13.75
IndiGo,Banglore,Delhi,1,15,3,4.333333333333333
Jet Airways,Banglore,Delhi,1,1,3,22.5
IndiGo,Banglore,Delhi,0,3,5,2.9166666666666665
Air India,Mumbai,Hyderabad,0,21,3,1.3333333333333333
Air India,Banglore,Delhi,1,12,3,14.416666666666666
Multiple carriers,Delhi,Cochin,1,12,6,7.25
Jet Airways,Banglore,Delhi,0,6,5,3.0
Vistara,Delhi,Cochin,0,24,4,3.1666666666666665
Air India,Delhi,Cochin,0,9,6,3.0833333333333335
Jet Airways,Delhi,Cochin,2,18,5,17.416666666666668
Jet Airways,Banglore,Delhi,1,12,3,14.75
GoAir,Delhi,Cochin,1,6,5,6.166666666666667
Air India,Kolkata,Banglore,0,21,3,2.5
SpiceJet,Banglore,Delhi,0,24,5,2.9166666666666665
IndiGo,Banglore,Delhi,0,3,4,2.9166666666666665
Jet Airways,Delhi,Cochin,1,24,6,18.416666666666668
Jet Airways,Delhi,Cochin,2,9,6,22.5
Multiple carriers,Delhi,Cochin,1,6,6,8.0
Jet Airways,Delhi,Cochin,1,9,3,28.083333333333332
Air India,Mumbai,Hyderabad,1,6,3,13.75
IndiGo,Banglore,Delhi,0,18,5,2.9166666666666665
SpiceJet,Banglore,Delhi,0,15,4,2.9166666666666665
Vistara,Chennai,Kolkata,0,12,6,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,1,5,8.416666666666666
Jet Airways,Kolkata,Banglore,1,18,5,28.666666666666668
Jet Airways,Kolkata,Banglore,1,15,5,24.916666666666668
IndiGo,Mumbai,Hyderabad,0,27,6,1.5
Air India,Delhi,Cochin,1,1,6,11.25
Jet Airways,Banglore,Delhi,1,6,3,5.083333333333333
SpiceJet,Mumbai,Hyderabad,0,24,5,1.5
Jet Airways,Banglore,Delhi,1,21,3,24.583333333333332
Jet Airways,Kolkata,Banglore,1,1,5,26.833333333333332
Multiple carriers,Delhi,Cochin,1,9,6,9.333333333333334
IndiGo,Mumbai,Hyderabad,0,12,5,1.5
Air India,Kolkata,Banglore,1,1,4,24.75
Multiple carriers,Delhi,Cochin,1,15,6,10.5
Jet Airways,Delhi,Cochin,2,6,6,13.5
IndiGo,Delhi,Cochin,1,9,5,5.75
Air India,Delhi,Cochin,3,24,6,26.416666666666668
Jet Airways,Kolkata,Banglore,1,9,6,6.083333333333333
Jet Airways,Kolkata,Banglore,1,1,4,11.5
Jet Airways,Kolkata,Banglore,1,21,5,16.0
Jet Airways,Kolkata,Banglore,1,6,6,13.333333333333334
Jet Airways,Delhi,Cochin,2,15,6,22.916666666666668
Vistara,Delhi,Cochin,0,18,5,3.1666666666666665
Jet Airways,Kolkata,Banglore,1,6,6,13.333333333333334
Jet Airways,Kolkata,Banglore,1,9,5,9.833333333333334
IndiGo,Mumbai,Hyderabad,0,18,5,1.5
Air India,Delhi,Cochin,0,18,6,3.8333333333333335
Air Asia,Delhi,Cochin,1,9,6,7.833333333333333
GoAir,Delhi,Cochin,1,24,4,5.916666666666667
Air India,Mumbai,Hyderabad,0,15,3,1.25
SpiceJet,Delhi,Cochin,1,18,5,4.916666666666667
Jet Airways,Kolkata,Banglore,1,9,6,9.5
Jet Airways,Delhi,Cochin,1,27,5,7.5
SpiceJet,Chennai,Kolkata,0,27,5,2.25
SpiceJet,Kolkata,Banglore,0,3,5,2.5
Jet Airways,Delhi,Cochin,1,15,6,17.333333333333332
Jet Airways,Kolkata,Banglore,1,12,6,14.0
IndiGo,Chennai,Kolkata,0,1,6,2.3333333333333335
Jet Airways,Delhi,Cochin,1,18,5,20.416666666666668
Air India,Mumbai,Hyderabad,0,21,3,1.5
Vistara,Banglore,Delhi,0,18,5,2.75
Jet Airways,Delhi,Cochin,2,9,5,23.833333333333332
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,12.083333333333334
IndiGo,Banglore,Delhi,0,1,5,2.75
Multiple carriers,Delhi,Cochin,1,21,5,11.5
Jet Airways,Kolkata,Banglore,1,9,5,9.5
Air India,Mumbai,Hyderabad,2,6,3,0.08333333333333333
Air India,Banglore,Delhi,0,9,3,2.8333333333333335
Jet Airways,Delhi,Cochin,2,27,3,38.583333333333336
Jet Airways,Kolkata,Banglore,1,9,5,5.5
Air India,Delhi,Cochin,1,21,3,26.5
GoAir,Banglore,Delhi,0,9,6,2.9166666666666665
Jet Airways,Mumbai,Hyderabad,0,27,3,1.5
IndiGo,Delhi,Cochin,1,9,3,4.416666666666667
IndiGo,Mumbai,Hyderabad,0,21,3,1.4166666666666667
SpiceJet,Mumbai,Hyderabad,0,15,3,1.4166666666666667
IndiGo,Kolkata,Banglore,1,21,5,4.0
GoAir,Banglore,Delhi,0,18,5,2.9166666666666665
IndiGo,Delhi,Cochin,1,27,6,5.083333333333333
Jet Airways,Banglore,Delhi,0,1,3,2.6666666666666665
Multiple carriers,Delhi,Cochin,1,21,3,8.416666666666666
Air Asia,Banglore,Delhi,0,9,4,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,27,6,13.0
Multiple carriers,Delhi,Cochin,1,3,6,9.5
Jet Airways,Delhi,Cochin,1,27,3,20.416666666666668
SpiceJet,Banglore,Delhi,0,15,4,2.6666666666666665
Air India,Banglore,Delhi,2,18,3,30.0
Jet Airways,Kolkata,Banglore,1,24,3,14.833333333333334
SpiceJet,Banglore,Delhi,0,18,6,2.6666666666666665
IndiGo,Kolkata,Banglore,0,15,3,2.8333333333333335
Vistara,Banglore,Delhi,0,24,4,2.5833333333333335
Air India,Kolkata,Banglore,2,6,5,24.0
Jet Airways,Banglore,Delhi,1,21,3,13.333333333333334
IndiGo,Delhi,Cochin,1,21,5,9.583333333333334
Jet Airways,Mumbai,Hyderabad,0,1,4,1.4166666666666667
Jet Airways,Kolkata,Banglore,1,1,4,9.75
Jet Airways,Kolkata,Banglore,1,18,5,16.75
GoAir,Banglore,Delhi,0,24,6,2.75
Jet Airways,Delhi,Cochin,1,9,3,11.0
Air India,Banglore,Delhi,1,18,3,8.25
SpiceJet,Kolkata,Banglore,0,15,3,2.3333333333333335
GoAir,Banglore,Delhi,1,9,3,4.416666666666667
Air India,Delhi,Cochin,2,9,5,24.583333333333332
Jet Airways,Banglore,Delhi,0,27,5,3.0
Jet Airways,Delhi,Cochin,2,15,6,21.666666666666668
IndiGo,Mumbai,Hyderabad,0,18,6,1.5833333333333333
SpiceJet,Banglore,Delhi,0,21,6,2.6666666666666665
IndiGo,Delhi,Cochin,1,27,6,16.25
Jet Airways,Kolkata,Banglore,1,6,5,12.916666666666666
SpiceJet,Kolkata,Banglore,0,21,3,2.6666666666666665
Jet Airways,Kolkata,Banglore,1,9,6,11.75
SpiceJet,Kolkata,Banglore,0,21,5,2.3333333333333335
Jet Airways,Banglore,Delhi,0,12,4,2.75
Air Asia,Banglore,Delhi,0,24,4,2.8333333333333335
Jet Airways,Delhi,Cochin,0,6,6,3.25
IndiGo,Delhi,Cochin,0,3,4,3.25
GoAir,Banglore,Delhi,0,3,5,2.75
Jet Airways,Delhi,Cochin,2,27,5,17.083333333333332
Vistara,Banglore,Delhi,0,1,3,2.6666666666666665
IndiGo,Delhi,Cochin,0,3,3,3.25
IndiGo,Banglore,Delhi,0,18,6,2.8333333333333335
Jet Airways,Delhi,Cochin,1,1,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1,18,5,14.166666666666666
IndiGo,Kolkata,Banglore,0,18,5,2.5833333333333335
Jet Airways,Delhi,Cochin,1,1,6,23.583333333333332
IndiGo,Delhi,Cochin,1,15,5,11.75
Jet Airways,Banglore,Delhi,0,15,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,0,9,6,1.5
Air India,Banglore,Delhi,1,3,3,7.083333333333333
SpiceJet,Chennai,Kolkata,0,12,5,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,15,5,14.0
Jet Airways,Mumbai,Hyderabad,0,1,5,1.4166666666666667
Multiple carriers,Delhi,Cochin,1,9,5,10.666666666666666
Jet Airways,Kolkata,Banglore,1,18,5,9.5
Jet Airways,Kolkata,Banglore,1,1,4,25.75
Multiple carriers,Delhi,Cochin,1,3,6,12.0
Air Asia,Banglore,Delhi,0,1,4,2.8333333333333335
IndiGo,Banglore,Delhi,0,21,6,2.8333333333333335
Jet Airways,Delhi,Cochin,1,9,5,21.333333333333332
Jet Airways,Banglore,Delhi,1,9,3,13.333333333333334
Jet Airways,Delhi,Cochin,1,3,6,6.583333333333333
IndiGo,Delhi,Cochin,0,12,6,3.25
SpiceJet,Mumbai,Hyderabad,0,9,6,1.5
Jet Airways,Delhi,Cochin,1,27,6,5.583333333333333
Multiple carriers,Delhi,Cochin,1,6,3,8.0
IndiGo,Kolkata,Banglore,0,12,4,2.75
IndiGo,Banglore,Delhi,0,24,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,6,5,9.833333333333334
IndiGo,Delhi,Cochin,1,15,6,5.75
Jet Airways,Kolkata,Banglore,1,6,5,25.75
IndiGo,Banglore,Delhi,0,1,3,2.8333333333333335
Air India,Kolkata,Banglore,2,15,5,22.416666666666668
Jet Airways,Delhi,Cochin,1,24,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1,12,5,7.5
Jet Airways,Banglore,Delhi,0,6,5,3.0833333333333335
SpiceJet,Kolkata,Banglore,0,15,5,2.5833333333333335
Jet Airways,Delhi,Cochin,1,12,6,7.5
Air Asia,Kolkata,Banglore,2,24,3,7.5
IndiGo,Delhi,Cochin,1,27,5,14.083333333333334
IndiGo,Delhi,Cochin,1,6,3,14.75
Jet Airways,Kolkata,Banglore,1,24,3,22.25
Jet Airways,Kolkata,Banglore,1,18,5,6.25
Multiple carriers,Delhi,Cochin,1,24,6,6.5
SpiceJet,Banglore,Delhi,0,24,3,2.9166666666666665
Air India,Kolkata,Banglore,0,12,3,2.5
Air India,Mumbai,Hyderabad,0,15,6,1.25
Air India,Kolkata,Banglore,1,6,5,4.083333333333333
Multiple carriers,Delhi,Cochin,1,15,5,8.416666666666666
Jet Airways,Banglore,Delhi,1,1,3,14.833333333333334
Jet Airways,Kolkata,Banglore,1,15,5,17.583333333333332
Jet Airways,Banglore,Delhi,0,18,5,3.0
IndiGo,Banglore,Delhi,0,1,3,2.8333333333333335
Jet Airways,Delhi,Cochin,2,9,4,18.75
IndiGo,Kolkata,Banglore,0,27,4,2.5833333333333335
Jet Airways,Mumbai,Hyderabad,0,1,6,1.4166666666666667
Jet Airways,Kolkata,Banglore,1,15,5,27.166666666666668
SpiceJet,Kolkata,Banglore,0,1,6,2.5833333333333335
Jet Airways,Kolkata,Banglore,1,9,5,5.75
Vistara,Kolkata,Banglore,1,9,6,6.416666666666667
Air India,Delhi,Cochin,1,27,5,9.5
Jet Airways,Banglore,Delhi,1,1,3,8.833333333333334
GoAir,Delhi,Cochin,1,15,4,5.916666666666667
Jet Airways,Banglore,Delhi,1,21,3,5.083333333333333
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,6.583333333333333
Vistara,Banglore,Delhi,0,24,3,2.5833333333333335
IndiGo,Banglore,Delhi,0,1,5,2.9166666666666665
Vistara,Banglore,Delhi,0,6,5,2.8333333333333335
Air India,Delhi,Cochin,1,3,3,11.25
Jet Airways,Kolkata,Banglore,1,12,6,7.916666666666667
GoAir,Delhi,Cochin,1,27,6,9.0
Jet Airways,Banglore,Delhi,1,15,3,23.333333333333332
Multiple carriers,Delhi,Cochin,3,9,6,13.916666666666666
Multiple carriers,Delhi,Cochin,1,3,3,10.416666666666666
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,6.583333333333333
Jet Airways,Delhi,Cochin,2,27,6,7.333333333333333
Air Asia,Delhi,Cochin,1,9,5,10.416666666666666
Air India,Kolkata,Banglore,1,9,5,12.416666666666666
Jet Airways,Banglore,Delhi,1,1,3,14.333333333333334
Air India,Delhi,Cochin,2,12,6,12.083333333333334
Jet Airways,Banglore,Delhi,0,12,4,3.0
Jet Airways,Banglore,Delhi,0,1,5,3.0
Air India,Kolkata,Banglore,2,12,6,17.416666666666668
Air India,Mumbai,Hyderabad,2,6,3,27.166666666666668
Air India,Kolkata,Banglore,2,15,5,8.916666666666666
Multiple carriers,Delhi,Cochin,1,9,5,15.0
Jet Airways,Banglore,Delhi,0,1,4,2.75
Vistara,Banglore,Delhi,0,1,6,2.8333333333333335
Air Asia,Delhi,Cochin,1,9,3,11.0
Jet Airways,Delhi,Cochin,1,21,5,15.666666666666666
IndiGo,Kolkata,Banglore,1,6,5,4.0
Jet Airways,Delhi,Cochin,1,27,6,23.75
Multiple carriers,Delhi,Cochin,1,24,6,14.083333333333334
Air India,Delhi,Cochin,2,21,3,14.416666666666666
GoAir,Banglore,Delhi,0,24,3,2.9166666666666665
Air Asia,Kolkata,Banglore,0,12,6,2.5833333333333335
IndiGo,Delhi,Cochin,1,3,6,11.75
Jet Airways,Delhi,Cochin,2,24,6,13.5
IndiGo,Kolkata,Banglore,0,12,4,2.5
Multiple carriers,Delhi,Cochin,1,6,6,12.5
GoAir,Delhi,Cochin,1,21,5,5.916666666666667
Air Asia,Kolkata,Banglore,1,24,5,15.916666666666666
IndiGo,Banglore,Delhi,0,18,4,2.8333333333333335
Air India,Kolkata,Banglore,0,12,5,2.5833333333333335
Jet Airways,Banglore,Delhi,0,27,4,3.0
Jet Airways,Delhi,Cochin,1,9,5,8.666666666666666
Air India,Delhi,Cochin,0,27,4,3.0
Jet Airways,Delhi,Cochin,1,12,6,15.666666666666666
Jet Airways,Delhi,Cochin,2,9,4,7.333333333333333
IndiGo,Banglore,Delhi,0,6,5,2.8333333333333335
GoAir,Banglore,Delhi,0,18,5,2.75
Jet Airways,Kolkata,Banglore,1,6,6,8.416666666666666
IndiGo,Kolkata,Banglore,1,24,4,4.416666666666667
Multiple carriers,Delhi,Cochin,2,18,5,7.666666666666667
Jet Airways,Banglore,Delhi,1,15,3,20.583333333333332
Multiple carriers,Delhi,Cochin,1,24,6,7.0
Jet Airways,Delhi,Cochin,1,9,5,25.5
Jet Airways,Banglore,Delhi,0,9,3,2.6666666666666665
IndiGo,Delhi,Cochin,1,6,3,13.75
Multiple carriers,Delhi,Cochin,1,6,6,13.0
Jet Airways,Banglore,Delhi,0,9,6,3.0
Jet Airways,Delhi,Cochin,1,1,6,26.166666666666668
IndiGo,Delhi,Cochin,1,3,3,13.5
Multiple carriers,Delhi,Cochin,1,27,5,10.25
IndiGo,Delhi,Cochin,1,12,6,14.916666666666666
IndiGo,Kolkata,Banglore,1,21,5,4.833333333333333
IndiGo,Delhi,Cochin,1,15,5,14.916666666666666
IndiGo,Banglore,Delhi,0,27,5,2.9166666666666665
Jet Airways,Banglore,Delhi,1,6,3,13.833333333333334
SpiceJet,Chennai,Kolkata,0,24,6,2.25
Air Asia,Banglore,Delhi,0,12,5,2.75
Air India,Delhi,Cochin,2,24,6,21.25
Jet Airways,Banglore,Delhi,1,12,3,16.5
Jet Airways,Banglore,Delhi,0,18,4,3.0
Multiple carriers,Delhi,Cochin,1,9,3,14.5
Jet Airways,Banglore,Delhi,1,6,3,16.0
Jet Airways,Delhi,Cochin,1,24,6,10.916666666666666
Jet Airways,Delhi,Cochin,1,1,6,5.0
Jet Airways,Mumbai,Hyderabad,0,15,5,1.4166666666666667
Multiple carriers,Delhi,Cochin,1,21,3,6.5
Air India,Delhi,Cochin,1,18,5,16.083333333333332
Jet Airways,Delhi,Cochin,2,18,5,23.166666666666668
Air India,Delhi,Cochin,1,9,3,27.666666666666668
Jet Airways,Delhi,Cochin,2,27,5,26.916666666666668
Air India,Kolkata,Banglore,1,24,3,25.916666666666668
Air India,Kolkata,Banglore,1,3,4,16.083333333333332
IndiGo,Banglore,Delhi,0,12,6,2.75
Jet Airways,Banglore,Delhi,0,1,6,2.9166666666666665
Vistara,Kolkata,Banglore,1,15,5,13.166666666666666
IndiGo,Banglore,Delhi,0,9,3,2.9166666666666665
Jet Airways,Banglore,Delhi,1,18,3,13.0
Multiple carriers,Delhi,Cochin,1,18,5,10.666666666666666
Air India,Delhi,Cochin,1,15,5,9.25
IndiGo,Delhi,Cochin,1,1,6,10.5
Jet Airways,Delhi,Cochin,1,9,6,23.583333333333332
Jet Airways,Kolkata,Banglore,1,24,5,16.833333333333332
Jet Airways,Delhi,Cochin,2,27,3,13.666666666666666
Jet Airways,Delhi,Cochin,2,24,6,22.0
Vistara,Kolkata,Banglore,1,12,6,17.75
Jet Airways,Delhi,Cochin,1,24,6,10.333333333333334
SpiceJet,Mumbai,Hyderabad,0,3,4,1.5
Jet Airways,Delhi,Cochin,2,1,6,17.083333333333332
Jet Airways,Kolkata,Banglore,1,6,5,21.583333333333332
Jet Airways,Kolkata,Banglore,1,9,5,12.166666666666666
Air India,Mumbai,Hyderabad,1,6,3,13.0
Air India,Mumbai,Hyderabad,0,3,4,1.3333333333333333
Jet Airways,Delhi,Cochin,2,12,6,8.916666666666666
Jet Airways,Kolkata,Banglore,1,24,3,14.166666666666666
SpiceJet,Kolkata,Banglore,0,21,4,2.4166666666666665
Jet Airways,Banglore,Delhi,0,15,5,3.0
SpiceJet,Banglore,Delhi,1,3,3,7.916666666666667
IndiGo,Chennai,Kolkata,0,27,6,2.3333333333333335
Vistara,Kolkata,Banglore,1,12,6,16.083333333333332
SpiceJet,Kolkata,Banglore,0,1,5,2.4166666666666665
Air India,Kolkata,Banglore,1,1,5,9.25
Vistara,Kolkata,Banglore,1,9,5,13.166666666666666
Jet Airways,Banglore,Delhi,0,12,6,2.9166666666666665
IndiGo,Kolkata,Banglore,0,1,5,2.5833333333333335
Jet Airways,Banglore,Delhi,0,3,6,3.0
Jet Airways,Banglore,Delhi,0,15,5,2.75
IndiGo,Kolkata,Banglore,1,9,6,4.0
IndiGo,Banglore,Delhi,1,9,3,5.0
Jet Airways,Mumbai,Hyderabad,0,21,5,1.5
Jet Airways,Delhi,Cochin,1,1,4,19.083333333333332
SpiceJet,Kolkata,Banglore,0,24,6,2.5
Jet Airways,Delhi,Cochin,1,6,3,7.333333333333333
SpiceJet,Delhi,Cochin,1,9,6,4.5
Jet Airways,Mumbai,Hyderabad,0,1,5,1.5
Jet Airways,Kolkata,Banglore,1,18,5,10.583333333333334
Air India,Chennai,Kolkata,0,12,5,2.25
Jet Airways,Mumbai,Hyderabad,0,3,4,1.5
Air India,Kolkata,Banglore,2,12,5,14.583333333333334
Jet Airways,Banglore,Delhi,0,27,6,3.0
SpiceJet,Chennai,Kolkata,0,1,6,2.3333333333333335
Jet Airways,Delhi,Cochin,1,21,3,10.916666666666666
Jet Airways,Kolkata,Banglore,1,18,5,7.916666666666667
Jet Airways,Delhi,Cochin,1,18,5,27.583333333333332
Jet Airways,Mumbai,Hyderabad,0,1,6,1.5
Jet Airways,Banglore,Delhi,1,15,3,12.666666666666666
Jet Airways,Delhi,Cochin,2,6,6,13.833333333333334
IndiGo,Mumbai,Hyderabad,0,1,5,1.5
IndiGo,Delhi,Cochin,0,15,6,3.25
Jet Airways,Kolkata,Banglore,1,18,5,6.583333333333333
Air India,Kolkata,Banglore,2,6,5,19.916666666666668
Vistara,Banglore,Delhi,0,18,4,2.8333333333333335
IndiGo,Delhi,Cochin,1,27,5,5.75
IndiGo,Kolkata,Banglore,0,27,6,2.5
Multiple carriers,Delhi,Cochin,1,27,3,10.333333333333334
Jet Airways,Delhi,Cochin,2,9,6,8.916666666666666
Air Asia,Banglore,Delhi,0,24,5,2.8333333333333335
SpiceJet,Chennai,Kolkata,0,6,3,2.3333333333333335
Jet Airways,Banglore,Delhi,0,3,4,3.0
Multiple carriers,Delhi,Cochin,1,6,3,6.583333333333333
Multiple carriers,Delhi,Cochin,1,9,3,15.0
IndiGo,Delhi,Cochin,1,15,5,4.833333333333333
Jet Airways,Delhi,Cochin,2,6,6,13.833333333333334
Air India,Delhi,Cochin,1,27,3,26.083333333333332
IndiGo,Banglore,Delhi,0,24,6,2.8333333333333335
Jet Airways,Delhi,Cochin,1,27,5,14.75
IndiGo,Delhi,Cochin,1,6,6,6.916666666666667
Air India,Delhi,Cochin,1,3,4,26.5
Air India,Delhi,Cochin,2,3,6,24.5
Air Asia,Delhi,Cochin,1,9,6,10.416666666666666
IndiGo,Delhi,Cochin,1,9,6,9.583333333333334
SpiceJet,Kolkata,Banglore,0,9,3,2.3333333333333335
IndiGo,Banglore,Delhi,0,27,5,2.8333333333333335
Air Asia,Kolkata,Banglore,0,6,6,2.5
Vistara,Kolkata,Banglore,1,12,6,15.5
Air India,Kolkata,Banglore,2,12,5,16.166666666666668
Vistara,Chennai,Kolkata,0,18,5,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,24,5,17.083333333333332
Jet Airways,Delhi,Cochin,2,9,5,18.75
Jet Airways,Delhi,Cochin,1,27,6,5.0
IndiGo,Delhi,Cochin,1,27,6,14.333333333333334
IndiGo,Delhi,Cochin,1,6,4,8.416666666666666
GoAir,Delhi,Cochin,1,15,5,5.166666666666667
Jet Airways,Kolkata,Banglore,1,6,6,12.25
Jet Airways,Delhi,Cochin,2,27,3,9.25
Jet Airways,Kolkata,Banglore,1,24,5,9.833333333333334
IndiGo,Kolkata,Banglore,0,9,4,2.5833333333333335
Air India,Delhi,Cochin,1,24,5,20.25
Jet Airways,Delhi,Cochin,1,24,6,16.833333333333332
Vistara,Kolkata,Banglore,1,6,5,17.75
IndiGo,Banglore,Delhi,0,24,3,2.75
Jet Airways,Mumbai,Hyderabad,0,27,3,1.5
Jet Airways,Banglore,Delhi,1,12,3,16.333333333333332
Air India,Banglore,Delhi,0,18,4,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,1,4,9.833333333333334
Jet Airways,Banglore,Delhi,1,6,3,15.0
Jet Airways,Kolkata,Banglore,1,1,5,15.166666666666666
Air India,Banglore,Delhi,1,15,3,8.333333333333334
Air India,Delhi,Cochin,1,3,3,25.583333333333332
Air India,Chennai,Kolkata,0,24,3,2.25
Jet Airways,Kolkata,Banglore,1,6,5,14.0
Air India,Banglore,Delhi,0,6,6,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,18,5,24.916666666666668
Jet Airways,Kolkata,Banglore,1,1,4,14.5
Jet Airways,Banglore,Delhi,1,12,3,13.0
Air India,Mumbai,Hyderabad,0,6,5,1.25
Multiple carriers,Delhi,Cochin,1,21,5,7.583333333333333
Jet Airways,Kolkata,Banglore,1,24,3,27.666666666666668
IndiGo,Banglore,Delhi,0,9,6,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,27,3,7.333333333333333
IndiGo,Mumbai,Hyderabad,0,12,6,1.5
SpiceJet,Banglore,Delhi,0,1,6,2.9166666666666665
Air Asia,Kolkata,Banglore,0,15,5,2.5
Air India,Delhi,Cochin,2,27,3,26.333333333333332
IndiGo,Kolkata,Banglore,0,15,4,2.6666666666666665
Jet Airways,Banglore,Delhi,0,24,5,3.0
Air Asia,Kolkata,Banglore,0,21,3,2.5833333333333335
Air India,Kolkata,Banglore,2,24,5,25.916666666666668
Jet Airways,Banglore,Delhi,1,21,3,6.5
Jet Airways,Delhi,Cochin,1,27,3,12.416666666666666
SpiceJet,Kolkata,Banglore,1,12,5,5.25
Jet Airways,Delhi,Cochin,1,9,6,21.166666666666668
Vistara,Banglore,Delhi,0,6,4,2.75
IndiGo,Banglore,Delhi,0,24,3,3.0
Jet Airways,Kolkata,Banglore,1,12,5,29.083333333333332
Vistara,Banglore,Delhi,0,3,3,2.9166666666666665
Multiple carriers,Delhi,Cochin,1,9,6,15.5
Jet Airways,Kolkata,Banglore,1,15,5,7.083333333333333
Jet Airways,Delhi,Cochin,2,9,6,18.75
SpiceJet,Chennai,Kolkata,0,27,6,2.25
IndiGo,Kolkata,Banglore,0,27,3,2.6666666666666665
Air India,Kolkata,Banglore,2,24,3,7.833333333333333
Jet Airways,Kolkata,Banglore,1,1,4,27.666666666666668
Jet Airways,Kolkata,Banglore,1,1,5,24.666666666666668
Air India,Delhi,Cochin,2,9,5,7.25
Air India,Kolkata,Banglore,1,12,5,12.416666666666666
Air India,Kolkata,Banglore,1,1,5,6.25
Multiple carriers,Delhi,Cochin,1,15,5,8.0
IndiGo,Delhi,Cochin,1,3,3,6.166666666666667
Jet Airways,Delhi,Cochin,2,12,6,21.666666666666668
Multiple carriers,Delhi,Cochin,1,9,6,15.333333333333334
Jet Airways,Kolkata,Banglore,1,24,5,9.75
Jet Airways,Kolkata,Banglore,1,1,4,23.833333333333332
Jet Airways,Banglore,Delhi,1,6,3,13.416666666666666
Jet Airways,Kolkata,Banglore,1,15,5,14.083333333333334
Multiple carriers,Delhi,Cochin,1,15,6,13.0
IndiGo,Kolkata,Banglore,0,24,5,2.5833333333333335
IndiGo,Delhi,Cochin,0,15,5,3.25
IndiGo,Delhi,Cochin,1,15,6,9.5
Jet Airways,Delhi,Cochin,2,21,3,32.083333333333336
Air Asia,Kolkata,Banglore,0,6,3,2.5
IndiGo,Kolkata,Banglore,0,21,4,2.5
Air India,Delhi,Cochin,2,9,3,23.0
Multiple carriers,Delhi,Cochin,1,6,6,15.5
Multiple carriers,Delhi,Cochin,2,9,3,11.583333333333334
Jet Airways,Mumbai,Hyderabad,2,6,3,23.0
Vistara,Banglore,Delhi,0,24,6,2.5833333333333335
IndiGo,Mumbai,Hyderabad,0,1,6,1.5
IndiGo,Delhi,Cochin,1,18,5,8.583333333333334
SpiceJet,Banglore,Delhi,0,27,5,2.9166666666666665
Jet Airways,Banglore,Delhi,0,15,6,2.75
Air India,Kolkata,Banglore,2,1,5,17.25
IndiGo,Banglore,Delhi,0,24,3,2.8333333333333335
Air India,Delhi,Cochin,0,15,3,3.0
Jet Airways,Banglore,Delhi,1,1,3,20.333333333333332
IndiGo,Delhi,Cochin,1,18,5,15.666666666666666
Air India,Delhi,Cochin,0,27,5,2.8333333333333335
Jet Airways,Mumbai,Hyderabad,0,18,5,1.5
SpiceJet,Chennai,Kolkata,0,24,6,2.25
Jet Airways,Delhi,Cochin,2,21,3,32.5
Multiple carriers,Delhi,Cochin,2,6,3,14.166666666666666
Jet Airways,Kolkata,Banglore,1,12,6,9.583333333333334
Air India,Delhi,Cochin,2,18,5,20.166666666666668
Jet Airways,Kolkata,Banglore,1,9,6,7.5
IndiGo,Banglore,Delhi,1,21,3,4.083333333333333
Multiple carriers,Delhi,Cochin,1,21,3,11.25
Air India,Banglore,Delhi,0,24,3,2.75
SpiceJet,Chennai,Kolkata,0,6,3,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,12,6,9.333333333333334
IndiGo,Kolkata,Banglore,0,12,5,2.5833333333333335
IndiGo,Delhi,Cochin,1,9,3,8.166666666666666
IndiGo,Banglore,Delhi,0,24,4,2.9166666666666665
Air Asia,Kolkata,Banglore,2,1,5,8.333333333333334
Air Asia,Kolkata,Banglore,0,15,4,2.5833333333333335
Jet Airways,Banglore,Delhi,0,18,4,3.0
IndiGo,Banglore,Delhi,1,15,3,4.916666666666667
Jet Airways,Delhi,Cochin,1,15,4,5.0
GoAir,Delhi,Cochin,1,27,3,8.916666666666666
Multiple carriers,Delhi,Cochin,1,6,6,6.416666666666667
Jet Airways,Delhi,Cochin,1,12,6,5.0
Vistara,Kolkata,Banglore,1,24,3,24.083333333333332
Jet Airways,Banglore,Delhi,0,3,4,3.0
Air India,Kolkata,Banglore,0,6,3,2.5
Jet Airways,Banglore,Delhi,1,6,3,20.166666666666668
Multiple carriers,Delhi,Cochin,1,1,6,15.5
SpiceJet,Mumbai,Hyderabad,0,18,5,1.5
Air India,Mumbai,Hyderabad,0,15,3,1.3333333333333333
