Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Total_Duration
GoAir,Delhi,Cochin,1 stop,8213,6,3,8.916666666666666
Multiple carriers,Delhi,Cochin,1 stop,12192,6,6,12.0
Multiple carriers,Delhi,Cochin,1 stop,14848,3,6,9.25
IndiGo,Kolkata,Banglore,non-stop,4148,21,3,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,6,6,16.0
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,27.666666666666668
Multiple carriers,Delhi,Cochin,1 stop,6795,24,6,6.5
Jet Airways,Kolkata,Banglore,1 stop,14781,15,5,12.166666666666666
IndiGo,Delhi,Cochin,1 stop,6582,27,6,5.25
SpiceJet,Banglore,Delhi,non-stop,3919,24,4,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,9646,27,6,12.75
SpiceJet,Banglore,Delhi,1 stop,7744,1,3,8.083333333333334
Jet Airways,Delhi,Cochin,2 stops,11733,6,6,26.916666666666668
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,19.416666666666668
Jet Airways,Banglore,Delhi,1 stop,17524,12,3,6.5
SpiceJet,Mumbai,Hyderabad,non-stop,3603,9,3,1.4166666666666667
Multiple carriers,Delhi,Cochin,1 stop,7564,18,5,11.75
Multiple carriers,Delhi,Cochin,1 stop,7005,9,6,10.666666666666666
IndiGo,Delhi,Cochin,1 stop,14871,3,3,16.416666666666668
Air Asia,Banglore,Delhi,non-stop,4282,18,4,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,15129,27,5,13.5
Air Asia,Delhi,Cochin,1 stop,6752,24,6,5.666666666666667
Air India,Delhi,Cochin,non-stop,6094,21,5,3.8333333333333335
IndiGo,Mumbai,Hyderabad,non-stop,3175,1,5,1.5
Multiple carriers,Delhi,Cochin,1 stop,8266,27,6,10.5
GoAir,Banglore,Delhi,non-stop,6722,12,4,2.75
SpiceJet,Kolkata,Banglore,non-stop,3873,24,6,2.583333333333333
Air India,Mumbai,Hyderabad,non-stop,2575,3,4,1.5
Multiple carriers,Delhi,Cochin,1 stop,7787,21,5,12.583333333333334
IndiGo,Delhi,Cochin,1 stop,9257,3,3,5.75
Jet Airways,Banglore,Delhi,non-stop,4030,12,5,3.083333333333333
SpiceJet,Banglore,Delhi,non-stop,4991,3,5,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,9861,21,3,5.833333333333333
IndiGo,Banglore,Delhi,1 stop,10406,15,3,4.75
Jet Airways,Banglore,Delhi,non-stop,7229,9,6,2.9166666666666665
Multiple carriers,Delhi,Cochin,1 stop,7670,15,5,12.25
Jet Airways,Delhi,Cochin,2 stops,14300,24,6,8.416666666666666
Vistara,Kolkata,Banglore,1 stop,8452,15,5,27.58333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,6,4,2.5
SpiceJet,Kolkata,Banglore,1 stop,6853,9,6,8.666666666666666
Jet Airways,Banglore,Delhi,non-stop,7229,6,4,2.9166666666666665
Jet Airways,Banglore,Delhi,non-stop,7229,15,4,3.0
Jet Airways,Delhi,Cochin,1 stop,14714,3,6,17.333333333333332
IndiGo,Kolkata,Banglore,non-stop,4804,12,6,2.583333333333333
IndiGo,Kolkata,Banglore,1 stop,11465,9,5,4.916666666666667
IndiGo,Banglore,Delhi,non-stop,4591,21,4,2.833333333333333
IndiGo,Delhi,Cochin,1 stop,6628,9,6,16.25
IndiGo,Delhi,Cochin,1 stop,8025,6,3,5.75
Air Asia,Delhi,Cochin,1 stop,6152,12,6,7.833333333333333
IndiGo,Banglore,Delhi,non-stop,3943,3,4,2.833333333333333
Vistara,Kolkata,Banglore,1 stop,9187,6,6,27.58333333333333
Vistara,Kolkata,Banglore,1 stop,9187,21,5,14.416666666666666
Air India,Kolkata,Banglore,2 stops,15164,1,5,27.75
Multiple carriers,Delhi,Cochin,1 stop,10276,6,3,6.416666666666667
Multiple carriers,Delhi,Cochin,1 stop,12192,1,6,15.166666666666666
Air Asia,Kolkata,Banglore,1 stop,5554,24,3,3.583333333333333
Air India,Delhi,Cochin,1 stop,6377,27,3,12.25
IndiGo,Delhi,Cochin,1 stop,6232,21,3,5.083333333333333
IndiGo,Delhi,Cochin,1 stop,6496,9,5,4.916666666666667
IndiGo,Banglore,Delhi,non-stop,4823,24,6,3.083333333333333
IndiGo,Kolkata,Banglore,1 stop,6116,6,6,3.6666666666666665
Jet Airways,Kolkata,Banglore,1 stop,7757,9,5,22.25
Multiple carriers,Delhi,Cochin,1 stop,8266,21,5,10.5
SpiceJet,Kolkata,Banglore,non-stop,3873,21,5,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,11841,15,5,12.916666666666666
IndiGo,Kolkata,Banglore,non-stop,4804,24,5,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,3943,1,6,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,15898,27,5,7.75
Jet Airways,Kolkata,Banglore,1 stop,14151,15,5,28.08333333333333
Jet Airways,Delhi,Cochin,1 stop,10577,9,6,12.416666666666666
Air India,Banglore,Delhi,non-stop,4441,3,4,2.75
Jet Airways,Delhi,Cochin,1 stop,5177,6,4,25.08333333333333
Air India,Kolkata,Banglore,non-stop,4460,1,4,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,13727,18,5,13.0
Jet Airways,Delhi,Cochin,1 stop,14714,3,6,20.58333333333333
Jet Airways,Delhi,Cochin,2 stops,10588,6,6,21.58333333333333
Jet Airways,Delhi,Cochin,1 stop,7438,21,3,9.833333333333334
Air India,Delhi,Cochin,1 stop,12677,6,3,12.75
Jet Airways,Delhi,Cochin,1 stop,14714,6,6,24.75
IndiGo,Mumbai,Hyderabad,non-stop,2754,24,6,1.5
IndiGo,Delhi,Cochin,2 stops,6494,21,3,13.75
IndiGo,Banglore,Delhi,1 stop,5607,15,3,4.333333333333333
Jet Airways,Banglore,Delhi,1 stop,25735,1,3,22.5
IndiGo,Banglore,Delhi,non-stop,4823,3,5,2.9166666666666665
Air India,Mumbai,Hyderabad,non-stop,2050,21,3,1.3333333333333333
Air India,Banglore,Delhi,1 stop,12127,12,3,14.416666666666666
Multiple carriers,Delhi,Cochin,1 stop,13377,12,6,7.25
Jet Airways,Banglore,Delhi,non-stop,7229,6,5,3.0
Vistara,Delhi,Cochin,non-stop,6216,24,4,3.1666666666666665
Air India,Delhi,Cochin,non-stop,8456,9,6,3.083333333333333
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,17.416666666666668
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,14.75
GoAir,Delhi,Cochin,1 stop,6296,6,5,6.166666666666667
Air India,Kolkata,Banglore,non-stop,5170,21,3,2.5
SpiceJet,Banglore,Delhi,non-stop,3919,24,5,2.9166666666666665
IndiGo,Banglore,Delhi,non-stop,4823,3,4,2.9166666666666665
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,18.416666666666668
Jet Airways,Delhi,Cochin,2 stops,13882,9,6,22.5
Multiple carriers,Delhi,Cochin,1 stop,13587,6,6,8.0
Jet Airways,Delhi,Cochin,1 stop,11848,9,3,28.08333333333333
Air India,Mumbai,Hyderabad,1 stop,11678,6,3,13.75
IndiGo,Banglore,Delhi,non-stop,4823,18,5,2.9166666666666665
SpiceJet,Banglore,Delhi,non-stop,3919,15,4,2.9166666666666665
Vistara,Chennai,Kolkata,non-stop,11982,12,6,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,10703,1,5,8.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,28.666666666666668
Jet Airways,Kolkata,Banglore,1 stop,10844,15,5,24.916666666666668
IndiGo,Mumbai,Hyderabad,non-stop,3175,27,6,1.5
Air India,Delhi,Cochin,1 stop,9929,1,6,11.25
Jet Airways,Banglore,Delhi,1 stop,19225,6,3,5.083333333333333
SpiceJet,Mumbai,Hyderabad,non-stop,2017,24,5,1.5
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,24.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,1,5,26.83333333333333
Multiple carriers,Delhi,Cochin,1 stop,7005,9,6,9.333333333333334
IndiGo,Mumbai,Hyderabad,non-stop,3175,12,5,1.5
Air India,Kolkata,Banglore,1 stop,5006,1,4,24.75
Multiple carriers,Delhi,Cochin,1 stop,9526,15,6,10.5
Jet Airways,Delhi,Cochin,2 stops,13292,6,6,13.5
IndiGo,Delhi,Cochin,1 stop,6058,9,5,5.75
Air India,Delhi,Cochin,3 stops,10493,24,6,26.416666666666668
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,6.083333333333333
Jet Airways,Kolkata,Banglore,1 stop,10953,1,4,11.5
Jet Airways,Kolkata,Banglore,1 stop,10844,21,5,16.0
Jet Airways,Kolkata,Banglore,1 stop,10539,6,6,13.333333333333334
Jet Airways,Delhi,Cochin,2 stops,13292,15,6,22.916666666666668
Vistara,Delhi,Cochin,non-stop,6741,18,5,3.1666666666666665
Jet Airways,Kolkata,Banglore,1 stop,14571,6,6,13.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,14781,9,5,9.833333333333334
IndiGo,Mumbai,Hyderabad,non-stop,3838,18,5,1.5
Air India,Delhi,Cochin,non-stop,5201,18,6,3.8333333333333335
Air Asia,Delhi,Cochin,1 stop,8759,9,6,7.833333333333333
GoAir,Delhi,Cochin,1 stop,6195,24,4,5.916666666666667
Air India,Mumbai,Hyderabad,non-stop,3100,15,3,1.25
SpiceJet,Delhi,Cochin,1 stop,5975,18,5,4.916666666666667
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,9.5
Jet Airways,Delhi,Cochin,1 stop,16079,27,5,7.5
SpiceJet,Chennai,Kolkata,non-stop,3543,27,5,2.25
SpiceJet,Kolkata,Banglore,non-stop,3841,3,5,2.5
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,17.333333333333332
Jet Airways,Kolkata,Banglore,1 stop,12692,12,6,14.0
IndiGo,Chennai,Kolkata,non-stop,3850,1,6,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,20.416666666666668
Air India,Mumbai,Hyderabad,non-stop,3100,21,3,1.5
Vistara,Banglore,Delhi,non-stop,4878,18,5,2.75
Jet Airways,Delhi,Cochin,2 stops,15129,9,5,23.83333333333333
Multiple carriers Premium economy,Delhi,Cochin,1 stop,9845,21,3,12.083333333333334
IndiGo,Banglore,Delhi,non-stop,4077,1,5,2.75
Multiple carriers,Delhi,Cochin,1 stop,9315,21,5,11.5
Jet Airways,Kolkata,Banglore,1 stop,14781,9,5,9.5
Air India,Mumbai,Hyderabad,2 stops,17327,6,3,0.0833333333333333
Air India,Banglore,Delhi,non-stop,9481,9,3,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,8938,27,3,38.583333333333336
Jet Airways,Kolkata,Banglore,1 stop,14388,9,5,5.5
Air India,Delhi,Cochin,1 stop,5704,21,3,26.5
GoAir,Banglore,Delhi,non-stop,3898,9,6,2.9166666666666665
Jet Airways,Mumbai,Hyderabad,non-stop,5678,27,3,1.5
IndiGo,Delhi,Cochin,1 stop,6937,9,3,4.416666666666667
IndiGo,Mumbai,Hyderabad,non-stop,2754,21,3,1.4166666666666667
SpiceJet,Mumbai,Hyderabad,non-stop,2647,15,3,1.4166666666666667
IndiGo,Kolkata,Banglore,1 stop,4226,21,5,4.0
GoAir,Banglore,Delhi,non-stop,4239,18,5,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,9165,27,6,5.083333333333333
Jet Airways,Banglore,Delhi,non-stop,18308,1,3,2.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,14486,21,3,8.416666666666666
Air Asia,Banglore,Delhi,non-stop,4282,9,4,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,13587,27,6,13.0
Multiple carriers,Delhi,Cochin,1 stop,13587,3,6,9.5
Jet Airways,Delhi,Cochin,1 stop,6645,27,3,20.416666666666668
SpiceJet,Banglore,Delhi,non-stop,4423,15,4,2.6666666666666665
Air India,Banglore,Delhi,2 stops,11518,18,3,30.0
Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,14.833333333333334
SpiceJet,Banglore,Delhi,non-stop,3625,18,6,2.6666666666666665
IndiGo,Kolkata,Banglore,non-stop,4148,15,3,2.833333333333333
Vistara,Banglore,Delhi,non-stop,5613,24,4,2.583333333333333
Air India,Kolkata,Banglore,2 stops,14298,6,5,24.0
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,13.333333333333334
IndiGo,Delhi,Cochin,1 stop,6442,21,5,9.583333333333334
Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,4,1.4166666666666667
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,9.75
Jet Airways,Kolkata,Banglore,1 stop,14151,18,5,16.75
GoAir,Banglore,Delhi,non-stop,3419,24,6,2.75
Jet Airways,Delhi,Cochin,1 stop,15554,9,3,11.0
Air India,Banglore,Delhi,1 stop,13859,18,3,8.25
SpiceJet,Kolkata,Banglore,non-stop,3847,15,3,2.333333333333333
GoAir,Banglore,Delhi,1 stop,7657,9,3,4.416666666666667
Air India,Delhi,Cochin,2 stops,13547,9,5,24.58333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,27,5,3.0
Jet Airways,Delhi,Cochin,2 stops,13376,15,6,21.666666666666668
IndiGo,Mumbai,Hyderabad,non-stop,2227,18,6,1.5833333333333333
SpiceJet,Banglore,Delhi,non-stop,3971,21,6,2.6666666666666665
IndiGo,Delhi,Cochin,1 stop,6628,27,6,16.25
Jet Airways,Kolkata,Banglore,1 stop,13584,6,5,12.916666666666666
SpiceJet,Kolkata,Banglore,non-stop,4148,21,3,2.6666666666666665
Jet Airways,Kolkata,Banglore,1 stop,14571,9,6,11.75
SpiceJet,Kolkata,Banglore,non-stop,3841,21,5,2.333333333333333
Jet Airways,Banglore,Delhi,non-stop,5198,12,4,2.75
Air Asia,Banglore,Delhi,non-stop,3383,24,4,2.833333333333333
Jet Airways,Delhi,Cochin,non-stop,7202,6,6,3.25
IndiGo,Delhi,Cochin,non-stop,5021,3,4,3.25
GoAir,Banglore,Delhi,non-stop,4239,3,5,2.75
Jet Airways,Delhi,Cochin,2 stops,15129,27,5,17.083333333333332
Vistara,Banglore,Delhi,non-stop,21520,1,3,2.6666666666666665
IndiGo,Delhi,Cochin,non-stop,7673,3,3,3.25
IndiGo,Banglore,Delhi,non-stop,4823,18,6,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,15190,1,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,14781,18,5,14.166666666666666
IndiGo,Kolkata,Banglore,non-stop,4804,18,5,2.583333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,23.58333333333333
IndiGo,Delhi,Cochin,1 stop,7503,15,5,11.75
Jet Airways,Banglore,Delhi,non-stop,8016,15,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,non-stop,4049,9,6,1.5
Air India,Banglore,Delhi,1 stop,12389,3,3,7.083333333333333
SpiceJet,Chennai,Kolkata,non-stop,3597,12,5,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,14.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,5,1.4166666666666667
Multiple carriers,Delhi,Cochin,1 stop,7670,9,5,10.666666666666666
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,9.5
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,25.75
Multiple carriers,Delhi,Cochin,1 stop,8930,3,6,12.0
Air Asia,Banglore,Delhi,non-stop,4282,1,4,2.833333333333333
IndiGo,Banglore,Delhi,non-stop,4823,21,6,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,21.33333333333333
Jet Airways,Banglore,Delhi,1 stop,11087,9,3,13.333333333333334
Jet Airways,Delhi,Cochin,1 stop,16079,3,6,6.583333333333333
IndiGo,Delhi,Cochin,non-stop,5601,12,6,3.25
SpiceJet,Mumbai,Hyderabad,non-stop,2753,9,6,1.5
Jet Airways,Delhi,Cochin,1 stop,12898,27,6,5.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,15603,6,3,8.0
IndiGo,Kolkata,Banglore,non-stop,4174,12,4,2.75
IndiGo,Banglore,Delhi,non-stop,6144,24,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,14781,6,5,9.833333333333334
IndiGo,Delhi,Cochin,1 stop,6195,15,6,5.75
Jet Airways,Kolkata,Banglore,1 stop,8586,6,5,25.75
IndiGo,Banglore,Delhi,non-stop,11934,1,3,2.833333333333333
Air India,Kolkata,Banglore,2 stops,14424,15,5,22.416666666666668
Jet Airways,Delhi,Cochin,1 stop,18581,24,6,11.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,13941,12,5,7.5
Jet Airways,Banglore,Delhi,non-stop,7229,6,5,3.083333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,15,5,2.583333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,12,6,7.5
Air Asia,Kolkata,Banglore,2 stops,11245,24,3,7.5
IndiGo,Delhi,Cochin,1 stop,6104,27,5,14.083333333333334
IndiGo,Delhi,Cochin,1 stop,7094,6,3,14.75
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,22.25
Jet Airways,Kolkata,Banglore,1 stop,13941,18,5,6.25
Multiple carriers,Delhi,Cochin,1 stop,7198,24,6,6.5
SpiceJet,Banglore,Delhi,non-stop,3873,24,3,2.9166666666666665
Air India,Kolkata,Banglore,non-stop,5747,12,3,2.5
Air India,Mumbai,Hyderabad,non-stop,3100,15,6,1.25
Air India,Kolkata,Banglore,1 stop,8996,6,5,4.083333333333333
Multiple carriers,Delhi,Cochin,1 stop,9103,15,5,8.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,14781,15,5,17.583333333333332
Jet Airways,Banglore,Delhi,non-stop,7229,18,5,3.0
IndiGo,Banglore,Delhi,non-stop,10067,1,3,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,10909,9,4,18.75
IndiGo,Kolkata,Banglore,non-stop,4804,27,4,2.583333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,4050,1,6,1.4166666666666667
Jet Airways,Kolkata,Banglore,1 stop,14151,15,5,27.166666666666668
SpiceJet,Kolkata,Banglore,non-stop,3841,1,6,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,9,5,5.75
Vistara,Kolkata,Banglore,1 stop,9870,9,6,6.416666666666667
Air India,Delhi,Cochin,1 stop,8907,27,5,9.5
GoAir,Delhi,Cochin,1 stop,6195,15,4,5.916666666666667
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,5.083333333333333
Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,21,3,6.583333333333333
Vistara,Banglore,Delhi,non-stop,5613,24,3,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,4284,1,5,2.9166666666666665
Vistara,Banglore,Delhi,non-stop,4668,6,5,2.833333333333333
Air India,Delhi,Cochin,1 stop,15197,3,3,11.25
Jet Airways,Kolkata,Banglore,1 stop,9899,12,6,7.916666666666667
GoAir,Delhi,Cochin,1 stop,3948,27,6,9.0
Jet Airways,Banglore,Delhi,1 stop,10405,15,3,23.33333333333333
Multiple carriers,Delhi,Cochin,3 stops,15419,9,6,13.916666666666666
Multiple carriers,Delhi,Cochin,1 stop,15135,3,3,10.416666666666666
Multiple carriers Premium economy,Delhi,Cochin,1 stop,13369,21,3,6.583333333333333
Jet Airways,Delhi,Cochin,2 stops,18804,27,6,7.333333333333333
Air Asia,Delhi,Cochin,1 stop,6751,9,5,10.416666666666666
Air India,Kolkata,Banglore,1 stop,10203,9,5,12.416666666666666
Air India,Delhi,Cochin,2 stops,12488,12,6,12.083333333333334
Jet Airways,Banglore,Delhi,non-stop,5198,12,4,3.0
Jet Airways,Banglore,Delhi,non-stop,7229,1,5,3.0
Air India,Kolkata,Banglore,2 stops,12723,12,6,17.416666666666668
Air India,Mumbai,Hyderabad,2 stops,13169,6,3,27.166666666666668
Air India,Kolkata,Banglore,2 stops,8366,15,5,8.916666666666666
Multiple carriers,Delhi,Cochin,1 stop,7670,9,5,15.0
Jet Airways,Banglore,Delhi,non-stop,7229,1,4,2.75
Vistara,Banglore,Delhi,non-stop,4668,1,6,2.833333333333333
Air Asia,Delhi,Cochin,1 stop,8327,9,3,11.0
Jet Airways,Delhi,Cochin,1 stop,12898,21,5,15.666666666666666
IndiGo,Kolkata,Banglore,1 stop,4226,6,5,4.0
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,23.75
Multiple carriers,Delhi,Cochin,1 stop,10678,24,6,14.083333333333334
Air India,Delhi,Cochin,2 stops,8052,21,3,14.416666666666666
GoAir,Banglore,Delhi,non-stop,3898,24,3,2.9166666666666665
Air Asia,Kolkata,Banglore,non-stop,3807,12,6,2.583333333333333
IndiGo,Delhi,Cochin,1 stop,6838,3,6,11.75
Jet Airways,Delhi,Cochin,2 stops,13014,24,6,13.5
IndiGo,Kolkata,Banglore,non-stop,5224,12,4,2.5
Multiple carriers,Delhi,Cochin,1 stop,13377,6,6,12.5
GoAir,Delhi,Cochin,1 stop,6633,21,5,5.916666666666667
Air Asia,Kolkata,Banglore,1 stop,5192,24,5,15.916666666666666
IndiGo,Banglore,Delhi,non-stop,4591,18,4,2.833333333333333
Air India,Kolkata,Banglore,non-stop,4880,12,5,2.583333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,27,4,3.0
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,8.666666666666666
Air India,Delhi,Cochin,non-stop,6094,27,4,3.0
Jet Airways,Delhi,Cochin,1 stop,10262,12,6,15.666666666666666
Jet Airways,Delhi,Cochin,2 stops,15439,9,4,7.333333333333333
IndiGo,Banglore,Delhi,non-stop,4077,6,5,2.833333333333333
GoAir,Banglore,Delhi,non-stop,4632,18,5,2.75
Jet Airways,Kolkata,Banglore,1 stop,12692,6,6,8.416666666666666
IndiGo,Kolkata,Banglore,1 stop,3480,24,4,4.416666666666667
Multiple carriers,Delhi,Cochin,2 stops,19360,18,5,7.666666666666667
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,20.58333333333333
Multiple carriers,Delhi,Cochin,1 stop,13587,24,6,7.0
Jet Airways,Delhi,Cochin,1 stop,15554,9,5,25.5
Jet Airways,Banglore,Delhi,non-stop,7229,9,3,2.6666666666666665
IndiGo,Delhi,Cochin,1 stop,7514,6,3,13.75
Multiple carriers,Delhi,Cochin,1 stop,13587,6,6,13.0
Jet Airways,Banglore,Delhi,non-stop,7229,9,6,3.0
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,26.166666666666668
IndiGo,Delhi,Cochin,1 stop,14871,3,3,13.5
Multiple carriers,Delhi,Cochin,1 stop,10529,27,5,10.25
IndiGo,Delhi,Cochin,1 stop,6442,12,6,14.916666666666666
IndiGo,Kolkata,Banglore,1 stop,5170,21,5,4.833333333333333
IndiGo,Delhi,Cochin,1 stop,6442,15,5,14.916666666666666
IndiGo,Banglore,Delhi,non-stop,3419,27,5,2.9166666666666665
Jet Airways,Banglore,Delhi,1 stop,17261,6,3,13.833333333333334
SpiceJet,Chennai,Kolkata,non-stop,3543,24,6,2.25
Air Asia,Banglore,Delhi,non-stop,3383,12,5,2.75
Air India,Delhi,Cochin,2 stops,9181,24,6,21.25
Jet Airways,Banglore,Delhi,1 stop,11087,12,3,16.5
Jet Airways,Banglore,Delhi,non-stop,7229,18,4,3.0
Multiple carriers,Delhi,Cochin,1 stop,11249,9,3,14.5
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,16.0
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,10.916666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,5.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,15,5,1.4166666666666667
Multiple carriers,Delhi,Cochin,1 stop,8307,21,3,6.5
Air India,Delhi,Cochin,1 stop,7690,18,5,16.083333333333332
Jet Airways,Delhi,Cochin,2 stops,16704,18,5,23.166666666666668
Air India,Delhi,Cochin,1 stop,10315,9,3,27.666666666666668
Jet Airways,Delhi,Cochin,2 stops,15129,27,5,26.916666666666668
Air India,Kolkata,Banglore,1 stop,12173,24,3,25.916666666666668
Air India,Kolkata,Banglore,1 stop,4227,3,4,16.083333333333332
IndiGo,Banglore,Delhi,non-stop,3943,12,6,2.75
Jet Airways,Banglore,Delhi,non-stop,7229,1,6,2.9166666666666665
Vistara,Kolkata,Banglore,1 stop,8610,15,5,13.166666666666666
IndiGo,Banglore,Delhi,non-stop,7303,9,3,2.9166666666666665
Jet Airways,Banglore,Delhi,1 stop,10972,18,3,13.0
Multiple carriers,Delhi,Cochin,1 stop,7670,18,5,10.666666666666666
Air India,Delhi,Cochin,1 stop,8372,15,5,9.25
IndiGo,Delhi,Cochin,1 stop,6628,1,6,10.5
Jet Airways,Delhi,Cochin,1 stop,10262,9,6,23.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,14178,24,5,16.833333333333332
Jet Airways,Delhi,Cochin,2 stops,8518,27,3,13.666666666666666
Jet Airways,Delhi,Cochin,2 stops,13376,24,6,22.0
Vistara,Kolkata,Banglore,1 stop,8452,12,6,17.75
Jet Airways,Delhi,Cochin,1 stop,18371,24,6,10.333333333333334
SpiceJet,Mumbai,Hyderabad,non-stop,1965,3,4,1.5
Jet Airways,Delhi,Cochin,2 stops,10368,1,6,17.083333333333332
Jet Airways,Kolkata,Banglore,1 stop,11467,6,5,21.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,9,5,12.166666666666666
Air India,Mumbai,Hyderabad,1 stop,9535,6,3,13.0
Air India,Mumbai,Hyderabad,non-stop,2050,3,4,1.3333333333333333
Jet Airways,Delhi,Cochin,2 stops,10368,12,6,8.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,14.166666666666666
SpiceJet,Kolkata,Banglore,non-stop,4491,21,4,2.4166666666666665
Jet Airways,Banglore,Delhi,non-stop,7229,15,5,3.0
SpiceJet,Banglore,Delhi,1 stop,11401,3,3,7.916666666666667
IndiGo,Chennai,Kolkata,non-stop,3597,27,6,2.333333333333333
Vistara,Kolkata,Banglore,1 stop,7927,12,6,16.083333333333332
SpiceJet,Kolkata,Banglore,non-stop,4174,1,5,2.4166666666666665
Air India,Kolkata,Banglore,1 stop,10203,1,5,9.25
Vistara,Kolkata,Banglore,1 stop,8610,9,5,13.166666666666666
Jet Airways,Banglore,Delhi,non-stop,5769,12,6,2.9166666666666665
IndiGo,Kolkata,Banglore,non-stop,5644,1,5,2.583333333333333
Jet Airways,Banglore,Delhi,non-stop,5769,3,6,3.0
Jet Airways,Banglore,Delhi,non-stop,7229,15,5,2.75
IndiGo,Kolkata,Banglore,1 stop,4226,9,6,4.0
IndiGo,Banglore,Delhi,1 stop,4588,9,3,5.0
Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,5,1.5
Jet Airways,Delhi,Cochin,1 stop,5406,1,4,19.08333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,24,6,2.5
Jet Airways,Delhi,Cochin,1 stop,17024,6,3,7.333333333333333
SpiceJet,Delhi,Cochin,1 stop,5158,9,6,4.5
Jet Airways,Mumbai,Hyderabad,non-stop,8040,1,5,1.5
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,10.583333333333334
Air India,Chennai,Kolkata,non-stop,4667,12,5,2.25
Jet Airways,Mumbai,Hyderabad,non-stop,5678,3,4,1.5
Air India,Kolkata,Banglore,2 stops,12513,12,5,14.583333333333334
Jet Airways,Banglore,Delhi,non-stop,8016,27,6,3.0
SpiceJet,Chennai,Kolkata,non-stop,3543,1,6,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,5963,21,3,10.916666666666666
